id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36837868,"Arty flair, spacious room, 10 min from the Center",276872857,Markus,,Favoriten,48.17125,16.37953,Private room,70,1,49,2020-11-16,1.29,1,0,0,
37042784,Modern cool and new apartment,4878819,Jil,,Landstra§e,48.19733,16.39532,Entire home/apt,120,2,3,2020-01-02,0.08,1,335,0,
37043075,"BEAUTIFUL, VERY MODERN APARTMENT IN TOP LOCATION",278525528,Isabella,,Mariahilf,48.19749,16.35195,Entire home/apt,90,2,1,2019-08-22,0.03,1,0,0,
36838172,Sweet 11 <3 nette Wohnung mit Garagenplatz,276873466,Mariella Cornelia,,Simmering,48.17046,16.41598,Entire home/apt,75,1,49,2021-08-11,1.29,1,10,0,
37071894,Colorful Apartment Facing Green Courtyard,47784262,Reinhard,,Hernals,48.21656,16.33038,Entire home/apt,122,2,32,2022-08-07,0.94,4,209,20,
36838446,Exklusives und modernes Studio mit tollem Blick,276876985,Magdalena,,Leopoldstadt,48.2119,16.41449,Entire home/apt,70,1,2,2019-07-30,0.05,1,0,0,
36859952,"Luxury Apartment in Center for longterm, Schlickg.",14070533,Prestige Apartments Sabrina,,Alsergrund,48.21928,16.36527,Entire home/apt,105,30,4,2022-03-21,0.11,42,0,1,
37072260,Apartment Arsenal Hauptbahnhof,199851080,Vanya,,Favoriten,48.18372,16.37904,Entire home/apt,80,2,5,2022-03-27,0.15,2,344,4,
36863839,"City Centre - Best location, big & new 110 m2 apt",140573307,Daniel,,Landstra§e,48.20331,16.38683,Entire home/apt,128,2,98,2022-08-26,2.61,4,184,44,
37086219,Wunderschöne Wohnung mitten in Wien,42566390,Lara,,Wieden,48.18871,16.37626,Private room,75,13,0,,,1,363,0,
37088825,Place for groups in Vienna,274062384,Margareta,,Leopoldstadt,48.20858,16.41426,Shared room,30,1,8,2022-07-30,0.22,4,178,6,
36867643,"Up to 6 GUESTS in SPACIOUS, CENTER NEAR LOCATION",276534920,Felix,,Alsergrund,48.23186,16.35561,Entire home/apt,120,2,14,2020-01-17,0.37,1,0,0,
37103216,1 Guenstiges Zimmer mit einem Einzelbett,275322823,Wajdi,,Ottakring,48.2165,16.31155,Private room,21,1,66,2022-09-01,1.73,2,63,20,
36868101,"Sunny rooms with balcony in quiet, green area",124540794,Nina,,Liesing,48.14113,16.28003,Private room,85,1,5,2022-07-18,0.14,2,177,1,
36869705,New Unique Quiet Perfect Vienna,28281613,Ulli And Günther,,Ottakring,48.21214,16.32989,Entire home/apt,96,30,13,2022-08-26,0.34,4,315,3,
36879546,Spacious room 2 min from Metro,277196165,Alexa,,Alsergrund,48.23135,16.35396,Private room,30,2,4,2019-08-31,0.11,1,0,0,
37109335,Charming Studio in the Best Location of Vienna!,70612851,Nikita,,Josefstadt,48.20772,16.35227,Entire home/apt,89,1,130,2022-09-07,3.47,1,112,60,
37119656,Tolles neu renoviertes Apartment,232880018,Alice,,Ottakring,48.21844,16.31999,Entire home/apt,67,2,3,2022-03-29,0.28,2,226,3,
36887055,Studio Apt.  Gisi 16 € pP Central Railway Station,276889722,Uma,,Favoriten,48.17918,16.36891,Entire home/apt,25,1,41,2020-06-15,1.09,4,0,0,
37123551,Ema's beautiful stylish apartment,100743258,Petar,,Hernals,48.224,16.33336,Entire home/apt,54,3,74,2022-09-07,1.97,1,34,26,
36894507,elegantes Appartment im Zentrum: Parlament/Rathaus,18316887,Tülay,,Josefstadt,48.20796,16.35506,Entire home/apt,74,1,209,2022-09-09,5.54,2,92,76,
36896402,"Charming Belvedere Area ""Minty Apartment""",4865438,Daniela,,Landstra§e,48.19232,16.39014,Entire home/apt,78,7,9,2022-07-22,0.27,22,229,4,
37143281,Cosy Room in the Green Part of the City.,279388675,Daniel,,Whring,48.23195,16.34018,Private room,19,1,20,2019-10-01,0.53,1,0,0,
36899386,"New Apartment ""Christiane""",277316625,Christiane,,Favoriten,48.17364,16.37673,Entire home/apt,90,3,91,2022-09-10,2.41,1,161,43,
37146104,BRIGHT & LOVING STUDIO APARTMENT IN WÄHRING,279408843,Lisa,,Whring,48.22236,16.34095,Entire home/apt,72,2,5,2019-10-16,0.14,1,0,0,
37148460,Cozy apartment with Viennese feel,270992445,John,,Alsergrund,48.23012,16.35444,Private room,25,2,18,2019-11-17,0.47,1,0,0,
36902499,Cosy apartment in the center of Vienna,5031269,Jakob,,Landstra§e,48.20903,16.39257,Entire home/apt,54,4,25,2022-09-09,1.00,1,0,16,
37156467,Studio apartment 16€/Person near City Center,276889722,Uma,,Brigittenau,48.22909,16.37103,Entire home/apt,23,1,37,2020-03-06,0.98,4,0,0,
36925886,Dein Platz in unserer Familienwohnung,14401479,Lisa,,Simmering,48.16296,16.44643,Private room,32,1,1,2022-08-06,0.79,1,1,1,
37175575,Kathis Palace,279656263,Katherina,,Josefstadt,48.21042,16.35286,Entire home/apt,100,1,1,2019-11-12,0.03,1,0,0,
36929590,"Jungle view, 1 min to Tram station & FREE Parking!",277580698,Aren,,Floridsdorf,48.27055,16.40455,Entire home/apt,38,1,31,2020-03-13,0.81,1,0,0,
37191705,Modern apartment with 2 balconies near Belvedere,279944985,Jakob,,Landstra§e,48.18452,16.39761,Entire home/apt,50,3,18,2021-07-11,0.48,1,0,0,
36936412,Central and quiet room for a longer stay in Vienna,8829515,Sylvie,,Neubau,48.20618,16.35197,Private room,55,2,41,2022-08-25,1.07,1,0,18,
36939804,Kleinwohnung MK-SMART EG,277673126,MK-Smart,,Donaustadt,48.25239,16.48595,Entire home/apt,70,3,1,2022-05-08,0.23,2,217,1,
37195319,5A Neues Appartement,96995679,Heidemarie,,Ottakring,48.21594,16.30241,Entire home/apt,29,30,10,2020-03-09,0.30,2,61,0,
36942750,"Cozy flat next to a park, close to center",28764471,Alexandra,,Favoriten,48.17935,16.36862,Entire home/apt,33,2,3,2019-12-28,0.08,1,0,0,
37198014,Wohnen im Centrum,168069730,Thomas,,Innere Stadt,48.20679,16.37615,Entire home/apt,160,2,8,2022-08-18,0.21,1,93,3,
36963731,Your Private Apartment near Schönbrunn Palace,30224282,Sonia,,Meidling,48.18161,16.32343,Entire home/apt,54,2,18,2020-01-05,0.48,1,0,0,
37207672,Nice apartment near the Main train station,280071490,Ruediger,,Favoriten,48.17982,16.3705,Entire home/apt,50,2,31,2020-09-05,0.82,1,0,0,
36965233,Sunny Apartment In The City Area,18828057,Ivan,,Alsergrund,48.22305,16.36526,Entire home/apt,59,1,4,2019-12-08,0.11,2,100,0,
37211776,AM-Residence ALSERHOF,280117579,Aleksandar,,Alsergrund,48.21811,16.34315,Entire home/apt,79,1,8,2022-07-23,0.21,2,354,4,
36966378,"BeautifulPenthouseApartment 2 floors, very central",55525563,Dietmar,,Margareten,48.18438,16.35199,Private room,35,2,4,2019-09-22,0.10,1,0,0,
37213176,"Vienna apartment near U4/U6 Meidling Bahnhof, 1120",236927275,Mary,,Meidling,48.18187,16.3349,Entire home/apt,40,2,85,2022-09-04,2.51,2,312,38,
36970099,"Luxury -Pool-Villa, 15min. to City Center, for 4",7302173,Cornelia,,Donaustadt,48.23864,16.4311,Entire home/apt,435,3,9,2022-08-08,0.27,1,364,4,
36971157,Modern 75sqm apartment @ Belvedere Palace,277928234,Berkay,,Landstra§e,48.18925,16.3874,Entire home/apt,93,2,49,2022-09-03,1.29,2,53,21,
37222120,Charming Prater Studio * EG * 2 Personen*Queensize,280256160,Robert,,Leopoldstadt,48.22117,16.39793,Entire home/apt,75,2,91,2022-09-04,2.43,3,335,43,
37222121,"Marvelous, fantasy flat, close to center!!!",453599669,Erik & Edgar,,Alsergrund,48.21829,16.35,Entire home/apt,64,2,114,2022-08-28,3.11,8,98,47,
36971402,Bright&modern apartment next to Schönbrunn Palace,159097655,Alen,,Penzing,48.19224,16.31413,Entire home/apt,94,3,53,2022-08-24,1.40,1,180,22,
37222604,"Freshly renovated, awesome location, quiet, comfy",177667387,Yannick,,Mariahilf,48.19625,16.34365,Entire home/apt,68,2,84,2022-08-18,2.32,5,102,44,
36986929,City Escape,32900895,Elena,,Favoriten,48.17413,16.39159,Private room,34,2,15,2020-02-24,0.41,2,0,0,
37229778,Artsy Apartment,260641262,Hannah,,Brigittenau,48.23178,16.36629,Entire home/apt,68,3,45,2022-09-05,1.20,1,255,17,
37232013,Apartment in Servitenviertel at the Donaukanal,53945076,Carolina,,Alsergrund,48.22185,16.36678,Entire home/apt,60,15,0,,,1,0,0,
36991742,Schöne sonnige Zimmer in Wien gute Anbindung,268422742,Mahmud,,Favoriten,48.17602,16.35765,Private room,25,1,6,2021-07-19,0.16,1,254,0,
37235991,Architecture Apartment between Center & Schönbrunn,280337277,Alice,,Meidling,48.18717,16.33854,Entire home/apt,42,3,104,2022-08-29,2.76,1,53,44,
36992279,City Villa Schönbrunn Apartments #1,278119237,Sasa,,Meidling,48.17533,16.31475,Entire home/apt,90,1,45,2022-08-19,1.19,7,164,6,
37238769,Cosy Apartment close to the city centre,280358899,Aykac,,Mariahilf,48.19138,16.34221,Entire home/apt,30,3,49,2021-03-27,1.30,1,0,0,
36997269,Brand New Loftappartment in the 7t district,278151608,Valentin,,Neubau,48.20624,16.34932,Entire home/apt,305,1,184,2022-09-10,4.86,1,52,52,
37245774,Saubere,248190013,Nina,,Ottakring,48.21166,16.33188,Entire home/apt,57,1,6,2022-07-21,0.16,3,113,5,
36999198,COMFORT GUARANTEED!,278169784,Rebecca,,Rudolfsheim-Fnfhaus,48.20038,16.33662,Entire home/apt,90,2,9,2020-09-07,0.24,1,0,0,
37245890,StadtparkCITYCENTER directAirportConnection24hCkin,114140549,Sabine,,Landstra§e,48.20303,16.38493,Private room,55,1,39,2020-09-24,1.03,1,0,0,
37003612,Spacious flat close to Naschmarkt / 85 sm,278201556,Christian,,Mariahilf,48.19885,16.35875,Entire home/apt,190,3,12,2021-10-10,0.32,1,0,1,
37248937,Luxuswohnung am Lainzer Tiergarten,280428115,Hedi,,Hietzing,48.16306,16.25849,Entire home/apt,81,2,16,2022-09-10,0.43,1,54,1,
37012719,Luxurious  Rooftop Apartment with views,104953821,Norbu,,Mariahilf,48.19082,16.3468,Entire home/apt,621,1,16,2022-07-18,0.42,6,169,5,
37266804,especially quiet location # HUGE discount longterm,4042594,Wiltrud,,Simmering,48.17801,16.40934,Private room,37,18,43,2022-07-31,1.15,11,214,10,
37268923,Comfy & light-flooded Apartment,253581144,Alina,,Favoriten,48.16886,16.36948,Entire home/apt,38,2,84,2022-07-23,2.22,7,162,31,
37271943,Red Flower Apartment with Pool -  5 min to Lake,151869337,Vienna Invites,,Donaustadt,48.23787,16.43624,Entire home/apt,141,2,13,2022-07-17,0.35,37,358,6,
37032218,*Romantic garden* 2 bedroom apartment,57884792,Victoria,,Neubau,48.2047,16.34812,Entire home/apt,120,2,1,2019-08-05,0.03,1,0,0,
37275359,Spittelau Chillout Lounge top 9,8632750,Andreas,,Dbling,48.23364,16.35599,Entire home/apt,105,1,1,2021-09-05,0.08,77,143,0,
37033549,Studio Flat near City Center,173508358,Waterandmarket,,Leopoldstadt,48.21693,16.37573,Entire home/apt,78,7,51,2022-08-13,1.35,3,280,17,
37282957,Zentrales Apartment in U-Bahn Nähe,280675468,Andrea,,Mariahilf,48.1895,16.34573,Entire home/apt,80,2,4,2020-01-02,0.11,1,0,0,
37518810,Designer Apartment near Belvedere and City Centre,50945012,Easy Flat TEAM,,Wieden,48.19019,16.37684,Entire home/apt,84,1,2,2021-09-12,0.05,31,306,1,
37283325,5 minutes to the center # 11 minutes to Schönbrunn,4042594,Wiltrud,,Margareten,48.18782,16.34566,Private room,31,2,38,2022-08-28,1.09,11,57,15,
37523841,Helle Altbauwohnung im 3.Bezirk Nähe Rochusmarkt,123464216,Vincent,,Landstra§e,48.20132,16.39198,Entire home/apt,35,6,2,2019-09-30,0.05,2,0,0,
37286032,City Villa Schönbrunn Apartments #2,278119237,Sasa,,Meidling,48.1733,16.31444,Entire home/apt,81,1,68,2022-08-25,1.80,7,86,23,
37544229,Beautiful Room in popular 7th district of Vienna,162204139,Paul,,Neubau,48.20448,16.35144,Private room,27,5,0,,,1,0,0,
37288580,"Haus ""Johnstrasse"" - Wohnung 25",252955210,Victor,,Rudolfsheim-Fnfhaus,48.19908,16.32223,Entire home/apt,40,4,63,2022-09-08,1.70,15,49,27,
37545575,Pretty apartment in central Vienna / Belvedere,188191233,Elena,,Landstra§e,48.19227,16.3906,Entire home/apt,80,2,71,2022-09-04,2.08,1,297,31,
37291873,Stunning 7th District Apt. Balcony and Fireplace,489611,Diana,,Neubau,48.20518,16.34807,Entire home/apt,131,1,77,2022-08-26,3.01,2,272,57,
37306745,City Villa Schönbrunn Apartments #3,278119237,Sasa,,Meidling,48.17465,16.31467,Entire home/apt,81,1,61,2022-08-28,1.62,7,82,14,
37549104,Nice Appartement in the heart  of Vienna.,272711674,Stefan,,Josefstadt,48.20803,16.34673,Entire home/apt,59,31,2,2022-08-22,0.52,1,48,2,
37308756,City Villa Schönbrunn Apartments #4,278119237,Sasa,,Meidling,48.17491,16.31472,Entire home/apt,81,1,61,2022-08-22,1.62,7,79,22,
37310386,eine schöne und erholsame Unterkunft,280872863,Norma,,Liesing,48.13913,16.26256,Entire home/apt,38,2,13,2020-03-12,0.35,1,0,0,
37557403,Zentrales Zimmer nähe Praterstern !!!,280945195,BasTi,,Leopoldstadt,48.2149,16.39165,Private room,34,2,1,2019-08-11,0.03,1,0,0,
37310474,Double Room Selection,271793202,Hotel Beethoven,,Mariahilf,48.19979,16.36495,Hotel room,237,1,2,2022-05-17,0.15,3,350,1,
37558743,Cosy quiet private-room in an lovely area!,132438935,Lejla,,Alsergrund,48.22412,16.35428,Private room,36,3,6,2019-09-23,0.16,1,0,0,
37310608,Double Room Salon,271793202,Hotel Beethoven,,Mariahilf,48.20126,16.3629,Hotel room,299,1,0,,,3,354,0,
37310831,City Villa Schönbrunn Apartments #5,278119237,Sasa,,Meidling,48.17308,16.31349,Entire home/apt,86,1,62,2022-09-11,1.65,7,166,15,
37313138,Room in the CITY CENTER,19521284,Maya & Daniel,,Neubau,48.19726,16.3399,Private room,50,3,12,2019-10-21,0.32,1,0,0,
37564253,Wohnung nahe Donaukanal/ Nice Flat,1302201,Mariama,,Brigittenau,48.23227,16.36611,Entire home/apt,51,2,12,2020-01-01,0.33,2,0,0,
37314533,City Villa Schönbrunn Apartments #6,278119237,Sasa,,Meidling,48.17322,16.31268,Entire home/apt,81,1,60,2022-08-28,1.59,7,85,22,
37585903,Bright quiet CLEAN Townhouse with Terrace + Bike!,4604508,Rina,,Rudolfsheim-Fnfhaus,48.19518,16.31468,Entire home/apt,58,4,35,2022-09-01,0.95,2,289,10,
37320286,CENTRAL Modern Flat in Vienna (Windmühlgasse),280943204,Silvia,,Mariahilf,48.19982,16.35646,Entire home/apt,105,2,34,2022-08-11,0.93,1,218,26,
37587087,Privatzimmer für zwei Personen,258773935,Andreas,,Neubau,48.20165,16.34776,Private room,62,1,63,2022-09-04,1.73,7,348,42,
37589892,Green Leaves Apartment,283986502,Linda,,Rudolfsheim-Fnfhaus,48.19737,16.32717,Entire home/apt,130,7,41,2022-08-27,1.10,7,257,8,
37322662,☆Free Cancellation☆6 min to Opera☆Superhost,107792331,Stefan,,Favoriten,48.17232,16.38203,Entire home/apt,81,1,163,2022-09-11,4.30,3,291,53,
37607616,Studio Apartment Vienna,165588605,Yolanda,,Donaustadt,48.23477,16.46091,Entire home/apt,34,1,3,2019-10-29,0.08,1,0,0,
37326017,Schönbrunn Castle Apartement,17327661,Emma,,Meidling,48.18329,16.3232,Entire home/apt,35,3,0,,,1,0,0,
37352968,★ Luxurious Studio ★ | Balcony ☀ & Air condition ☆,71074913,Albi,,Neubau,48.20601,16.35179,Entire home/apt,149,3,25,2022-07-26,0.68,8,312,9,
37612087,rooftop pool and 50 square meter private terrace,22964107,Daniel,,Margareten,48.18523,16.35507,Private room,35,2,0,,,1,0,0,
37618447,Little Paris in Vienna,7735012,Paul,,Alsergrund,48.2221,16.36637,Private room,50,1,6,2020-03-10,0.16,1,0,0,
37626451,Zeus ※ Design Apartment Vienna,66040140,Sascha & Marina,,Penzing,48.19857,16.30751,Entire home/apt,81,1,65,2022-08-14,1.80,33,339,15,
37353096,"Bright Apt. by Danube Canal, 9th District",281417436,Ian,,Alsergrund,48.22497,16.36285,Entire home/apt,65,4,15,2022-08-31,0.40,1,163,4,
37353376,★Glamorous Penthouse ♛ 108m2 Rooftop☀Air Condition,71074913,Albi,,Neubau,48.20447,16.35256,Entire home/apt,389,3,21,2022-04-18,0.59,8,0,6,
37642445,Microhome near to Vienna Stadthalle MUST SEE *****,130172020,Azra,,Ottakring,48.20693,16.33025,Entire home/apt,67,2,59,2022-08-20,1.60,1,87,12,
37354061,Green oasis - 150 year house - hip area!,14100054,Stefan,,Rudolfsheim-Fnfhaus,48.19223,16.33675,Entire home/apt,180,3,56,2022-08-28,1.56,6,301,32,
37647452,Cozy room in a loft located in trendy district,247753807,Stefan,,Mariahilf,48.19701,16.35147,Private room,34,1,2,2019-09-02,0.05,1,0,0,
37356136,lovely 23m2 in Vienna's greenest area,281443211,Ana,,Neubau,48.2009,16.35382,Private room,35,2,3,2019-08-31,0.08,1,0,0,
37648147,"Cosy, quiet,  near center & nature, home office",105078737,Bianca,,Favoriten,48.16664,16.38086,Entire home/apt,47,30,10,2022-08-23,0.29,1,150,3,
37358467,Retro Design Apartment Vienna,66040140,Sascha & Marina,,Favoriten,48.17693,16.36702,Entire home/apt,81,1,97,2022-09-10,2.61,33,335,43,
37648238,Modern room near veterinary university and UNO,6730871,Mariella,,Donaustadt,48.24858,16.43076,Private room,33,1,23,2022-08-18,0.63,1,0,9,
37360752,MODERN NATURE 1,273589832,Srdjan,,Floridsdorf,48.29431,16.41095,Private room,29,1,6,2019-10-23,0.16,3,0,0,
37648294,Room to rent in Vienna:) long Term also possible,181345677,Ammar,,Simmering,48.17851,16.41123,Private room,25,1,23,2020-12-17,0.62,1,0,0,
37365050,"Sonnige & ruhige Wohnung in Top Lage, Zentrumsnah",281557214,Julia,,Ottakring,48.20883,16.31977,Private room,55,3,1,2019-08-24,0.03,1,90,0,
37652569,"DGWohnung Klimaanlage, Weitsicht guterVerbindung.",284496002,Natalie,,Rudolfsheim-Fnfhaus,48.19299,16.32781,Entire home/apt,95,2,1,2019-09-30,0.03,1,0,0,
37655253,Stay in THE FLAT from the designer of Ulala-Vienna,20682531,Ulrike,,Meidling,48.17911,16.33199,Entire home/apt,60,2,2,2020-07-29,0.08,1,0,0,
37380500,Diplomatic area comfortable flat near city center,281662184,H,,Landstra§e,48.1989,16.38018,Entire home/apt,890,30,0,,,1,90,0,
37656286,Vienna Exclusive Apartment (2 Zimmer),284145826,Agnieszka,,Ottakring,48.20955,16.33082,Entire home/apt,110,1,13,2022-08-15,0.35,1,294,4,
37383193,Bright room 25 min by tram to the Center,123725388,Aurelia,,Alsergrund,48.22857,16.35218,Private room,35,1,21,2022-08-19,0.56,1,0,3,
37387518,Sommer in Wien - ein Altbautraum in 1090x25m2,93640636,Lissa,,Alsergrund,48.22469,16.34951,Private room,24,2,5,2019-10-06,0.13,1,0,0,
37666701,Comfortable apartment with 2 boxspring beds,115894652,Johann,,Favoriten,48.16945,16.36732,Entire home/apt,62,2,36,2022-09-04,0.97,2,107,19,
37404818,Studio Apartment 15 euro /P.P Wien Simmering,276889722,Uma,,Simmering,48.17931,16.42182,Entire home/apt,26,1,34,2020-10-08,0.93,4,0,0,
37667064,1 Bedroom apartment in the center of Vienna,130475580,Markus,,Leopoldstadt,48.21762,16.38168,Entire home/apt,85,3,97,2022-09-03,2.65,6,124,40,
37667623,1 Bedroom apartment in the center of Vienna,130475580,Markus,,Leopoldstadt,48.21877,16.38253,Entire home/apt,83,3,46,2022-09-03,1.26,6,125,21,
37680942,Sweet&cosy Home between Nestroyplatz&Praterstern,46787084,Lina,,Leopoldstadt,48.2172,16.38803,Entire home/apt,35,1,39,2020-03-13,1.04,1,0,0,
37414138,Central Design-Apartment next to Belvedere Castle,282066038,Claudius,,Landstra§e,48.18765,16.38578,Entire home/apt,137,2,150,2022-09-04,3.99,1,1,56,
37698458,Privatzimmer für 3 Personen,258773935,Andreas,,Neubau,48.20383,16.34605,Private room,66,1,59,2022-09-05,1.59,7,358,48,
37421895,Vacationhome in the vineyards,34876001,Christian,,Dbling,48.25165,16.30754,Entire home/apt,90,2,16,2022-08-29,0.43,1,220,6,
37436341,"Downtown Vienna, 5* City Apartment Hofburg Palace",83524072,Dan,,Innere Stadt,48.20845,16.36817,Private room,74,1,114,2022-09-10,3.10,1,45,75,
37698756,Apartment für bis zu 8 Personen,258773935,Andreas,,Neubau,48.20357,16.34771,Private room,93,2,89,2022-09-06,2.41,7,292,44,
37701671,Urban Apartment with Townhouse Flair,129829780,Aliz,,Neubau,48.20431,16.35553,Hotel room,40,1,6,2021-08-01,0.16,11,0,0,
37439540,"Serene City Center Oasis | Lux Design, ♛Royal Beds",189066567,Albi,,Innere Stadt,48.20636,16.37122,Entire home/apt,549,3,21,2022-08-28,0.58,31,66,11,
37704303,Entire Quiet & Spacious Apartment near Belvedere,35138746,Katre,,Landstra§e,48.19107,16.38764,Entire home/apt,65,10,19,2020-07-19,0.51,1,0,0,
37442084,Vienna Island Paradise,282340891,Konrad,,Donaustadt,48.22511,16.42378,Entire home/apt,59,3,86,2022-08-26,2.29,1,58,30,
37713121,Romantic City Appartment -Desinfected!!!,12466450,Ursula,,Innere Stadt,48.21159,16.37162,Entire home/apt,260,3,62,2022-09-09,1.83,2,183,43,
37731370,Your home in Vienna | bright room with U4 +Parking,228542375,Ludmila,,Penzing,48.1973,16.2593,Private room,32,3,8,2020-03-01,0.22,2,0,0,
37442731,"Penthouse-Feeling, cozy, bright & central",1670334,Florian,,Rudolfsheim-Fnfhaus,48.18663,16.33567,Entire home/apt,62,2,3,2020-01-01,0.08,1,0,0,
37442814,"Spacious apartment, very central,  lovely balcony",282346566,Gerda,,Margareten,48.18836,16.34796,Entire home/apt,70,3,5,2020-01-06,0.13,2,0,0,
37749742,Cosy bright room in shared flat,167969593,Diana,,Landstra§e,48.20344,16.39439,Private room,40,2,1,2019-08-18,0.03,1,0,0,
37760975,Luxury air con Studio in City Center 2.26,14070533,Prestige Apartments Sabrina,,Josefstadt,48.21497,16.3487,Entire home/apt,110,2,3,2019-10-07,0.08,42,0,0,
37443815,Suite with garden in Vienna,275738954,Meiyan,,Floridsdorf,48.27544,16.44797,Entire home/apt,69,2,18,2020-12-24,0.48,1,0,0,
37766277,Naschmarkt 51m2 Studio - walk to city center,7692784,Pamina,,Margareten,48.19132,16.36225,Entire home/apt,100,4,6,2020-01-03,0.16,1,0,0,
37444797,Privates Zimmer in großer und zentraler Wohnung,282346566,Gerda,,Margareten,48.18683,16.35481,Private room,26,2,1,2019-09-05,0.03,2,0,0,
37807519,RADETZKY Inn  - city center 360° view,5150182,Nina,,Landstra§e,48.21037,16.3882,Entire home/apt,95,2,27,2019-12-20,0.73,1,0,0,
37824882,Neu renovierte Altbauwohnung Nähe Zentrum & Parken,286302298,Bruno,,Alsergrund,48.21634,16.36232,Entire home/apt,88,4,58,2022-08-27,1.56,1,52,27,
37445029,Charming apartment with a bright top floor terrace,10539443,Kathrin,,Wieden,48.19086,16.36422,Entire home/apt,50,3,8,2019-09-29,0.21,1,0,0,
37454256,Alfred's Apartment,33545646,Alfred,,Favoriten,48.17726,16.38895,Entire home/apt,50,30,18,2020-08-29,0.48,1,0,0,
37454798,Ruhige Wohnung im 16. Bezirk ca 50 qm,67476232,Nikolaus,,Ottakring,48.20748,16.33312,Entire home/apt,30,10,4,2019-09-25,0.11,1,0,0,
37828144,---CUTE & COZY MAISONETTE CLOSE TO CITY CENTER---,282016439,Mona,,Alsergrund,48.22493,16.36383,Entire home/apt,69,7,15,2020-03-01,0.41,1,0,0,
37828432,Feine Wohnung beim Parlament/Rathaus,18316887,Tülay,,Josefstadt,48.20796,16.35412,Entire home/apt,74,1,169,2022-09-09,4.55,2,101,74,
37477151,Palais Schottentor,8632750,Andreas,,Alsergrund,48.21733,16.3606,Entire home/apt,388,2,5,2022-08-26,0.19,77,295,3,
37833987,Long Time stay,138738984,Clemens,,Meidling,48.17072,16.32665,Entire home/apt,70,14,1,2020-01-31,0.03,1,180,0,
37477444,"Modern, beautiful cityapartment near central park",57894002,Manuel,,Landstra§e,48.19894,16.40365,Entire home/apt,78,3,51,2022-08-11,1.36,1,355,18,
37834507,Sweet accomodation in 5th Bezirk,51384450,Carolina,,Margareten,48.18501,16.36526,Entire home/apt,48,12,0,,,1,54,0,
37478865,CALM Apartment near Centre,50945012,Easy Flat TEAM,,Leopoldstadt,48.21975,16.38812,Entire home/apt,99,1,3,2019-08-23,0.08,31,337,0,
37840124,Flat near Schönbrunn (13. Bezirk/13th district),273961387,Zahra,,Hietzing,48.16254806518555,16.290056228637695,Entire home/apt,55,2,34,2022-09-04,0.93,1,229,19,
37480295,65 sqm Central Apartment in Belvedere Quarter,282750611,Simon,,Wieden,48.18821,16.36715,Entire home/apt,80,2,48,2022-08-26,1.28,1,72,17,
37858879,Luxury Vienna Apartment-City Centre,20444378,Bea,,Leopoldstadt,48.22059,16.38835,Entire home/apt,143,1,19,2021-12-23,0.53,3,128,8,
37480957,Beautiful secret spot directly in City Center!,127872260,Petra,,Innere Stadt,48.20817,16.37388,Entire home/apt,72,3,17,2019-12-30,0.46,1,0,0,
37488716,Cosy Balkon mit Garagenplatz,282828164,Biljana,,Donaustadt,48.23542,16.4258,Entire home/apt,129,3,18,2022-08-18,0.48,1,37,12,
37859335,Exclusive Residence Vienna,286737645,Exclusive Rentals,,Innere Stadt,48.20556,16.3765,Entire home/apt,364,1,2,2022-03-25,0.06,1,196,1,
37489977,Welcome to Vienna!,282852497,Artur,,Donaustadt,48.25115,16.4334,Entire home/apt,75,2,62,2021-11-18,1.64,2,69,2,
37873190,Designer Apartment *BEST LOCATION*,6715086,Elizaveta,,Neubau,48.19953,16.35051,Entire home/apt,151,2,30,2020-03-15,0.83,1,153,0,
37494661,Vintage Amore - newly renovated,282940744,Erich,,Ottakring,48.20778,16.32986,Entire home/apt,90,3,51,2022-08-21,1.35,1,77,22,
37876473,modern Home with private Indoorpool,14108914,Evelyne,,Dbling,48.267,16.34107,Entire home/apt,450,5,0,,,1,345,0,
37877348,"Cosy room in a nice neighbourhood, only girls pls",12204049,Sabrina,,Whring,48.22435,16.34117,Private room,57,2,19,2022-06-13,0.51,1,0,4,
37494715,Wohnung in einem Wiener Gründerzeithaus,155733995,Gunther & Markus,,Leopoldstadt,48.22765,16.37248,Entire home/apt,50,5,70,2022-08-17,1.87,1,5,24,
37506750,Große 3 Zimmerwohnung Nähe Türkenschanzpark,183928596,Samo,,Whring,48.22793,16.33488,Entire home/apt,150,2,1,2019-08-25,0.03,1,173,0,
37879066,Cosy designer nest with Gallery,192806709,Kerstin & Manuel,,Meidling,48.18359,16.34365,Entire home/apt,43,7,21,2022-08-24,0.57,2,207,7,
37511908,Stylish Apartment by St.Stephen's Cathedral,283139063,Al,,Innere Stadt,48.21036,16.37199,Entire home/apt,189,30,4,2022-06-30,0.12,1,179,3,
37516035,Cosy and bright city apartment close to everything,41040002,Paul,,Rudolfsheim-Fnfhaus,48.19667,16.33191,Entire home/apt,38,10,1,2019-10-14,0.03,1,0,0,
37880391,Eda's Cute Flat,17614673,Eda,,Margareten,48.18733,16.34468,Entire home/apt,75,4,10,2022-07-18,0.32,1,148,7,
